year,month,region,precip
1926,2,Schleswig-Holstein,86.8
1926,2,Saarland,91.8
1926,2,Sachsen,48.9
1926,2,Sachsen-Anhalt,43.3
1926,2,Thueringen/Sachsen-Anhalt,51.2
1926,2,Thueringen,61.1
1926,2,Deutschland,62.6
1927,2,Brandenburg/Berlin,17.8
1927,2,Brandenburg,17.8
1927,2,Baden-Wuerttemberg,62
1927,2,Bayern,42.6
1927,2,Hessen,41.8
1927,2,Mecklenburg-Vorpommern,14.3
1927,2,Niedersachsen,28.5
1927,2,Niedersachsen/Hamburg/Bremen,28.3
1927,2,Nordrhein-Westfalen,52.3
1927,2,Rheinland-Pfalz,56.7
1927,2,Schleswig-Holstein,21.2
1927,2,Saarland,67.8
1927,2,Sachsen,22.2
1927,2,Sachsen-Anhalt,16.2
1927,2,Thueringen/Sachsen-Anhalt,19.5
1927,2,Thueringen,23.6
1927,2,Deutschland,36.2
1928,2,Brandenburg/Berlin,46.2
1928,2,Brandenburg,46.1
1928,2,Baden-Wuerttemberg,78.7
1928,2,Bayern,85.2
1928,2,Hessen,75.5
1928,2,Mecklenburg-Vorpommern,58.4
1928,2,Niedersachsen,59.9
1928,2,Niedersachsen/Hamburg/Bremen,60.1
1928,2,Nordrhein-Westfalen,77.6
1928,2,Rheinland-Pfalz,76.8
1928,2,Schleswig-Holstein,71.6
1928,2,Saarland,99.4
1928,2,Sachsen,51.8
1928,2,Sachsen-Anhalt,36.6
1928,2,Thueringen/Sachsen-Anhalt,43.3
1928,2,Thueringen,51.8
1928,2,Deutschland,67.9
1929,2,Brandenburg/Berlin,17.1
1929,2,Brandenburg,17.2
1929,2,Baden-Wuerttemberg,18.2
1929,2,Bayern,23.5
1929,2,Hessen,22.4
1929,2,Mecklenburg-Vorpommern,15.2
1929,2,Niedersachsen,21.1
1929,2,Niedersachsen/Hamburg/Bremen,21.2
1929,2,Nordrhein-Westfalen,12.6
1929,2,Rheinland-Pfalz,25.8
1929,2,Schleswig-Holstein,26.5
1929,2,Saarland,20.5
1929,2,Sachsen,28
1929,2,Sachsen-Anhalt,31.7
1929,2,Thueringen/Sachsen-Anhalt,29.5
1929,2,Thueringen,26.7
1929,2,Deutschland,21.6
1930,2,Brandenburg/Berlin,9.1
1930,2,Brandenburg,9.2
1930,2,Baden-Wuerttemberg,26.5
1930,2,Bayern,15.5
1930,2,Hessen,22.2
1930,2,Mecklenburg-Vorpommern,10.7
1930,2,Niedersachsen,13.4
1930,2,Niedersachsen/Hamburg/Bremen,13.4
1930,2,Nordrhein-Westfalen,22.7
1930,2,Rheinland-Pfalz,27.8
1930,2,Schleswig-Holstein,6.5
1930,2,Saarland,31.4
1930,2,Sachsen,13.9
1930,2,Sachsen-Anhalt,9
1930,2,Thueringen/Sachsen-Anhalt,11
1930,2,Thueringen,13.6
1930,2,Deutschland,16.4
1931,2,Brandenburg/Berlin,26.9
1931,2,Brandenburg,26.9
1931,2,Baden-Wuerttemberg,51.3
1931,2,Bayern,48.4
1931,2,Hessen,43.5
1931,2,Mecklenburg-Vorpommern,34.7
1931,2,Niedersachsen,44.7
1931,2,Niedersachsen/Hamburg/Bremen,44.7
1931,2,Nordrhein-Westfalen,58.4
1931,2,Rheinland-Pfalz,55.8
1931,2,Schleswig-Holstein,56.5
1931,2,Saarland,62
1931,2,Sachsen,37.2
1931,2,Sachsen-Anhalt,18.7
1931,2,Thueringen/Sachsen-Anhalt,24.4
1931,2,Thueringen,31.6
1931,2,Deutschland,44
1932,2,Brandenburg/Berlin,9
1932,2,Brandenburg,9
1932,2,Baden-Wuerttemberg,12.3
1932,2,Bayern,16.6
1932,2,Hessen,13
1932,2,Mecklenburg-Vorpommern,8.5
1932,2,Niedersachsen,14.9
1932,2,Niedersachsen/Hamburg/Bremen,14.8
1932,2,Nordrhein-Westfalen,23.7
1932,2,Rheinland-Pfalz,12.2
1932,2,Schleswig-Holstein,9.3
1932,2,Saarland,7.9
1932,2,Sachsen,25.1
1932,2,Sachsen-Anhalt,8.2
1932,2,Thueringen/Sachsen-Anhalt,13
1932,2,Thueringen,19.1
1932,2,Deutschland,14.7
1933,2,Brandenburg/Berlin,47.2
1933,2,Brandenburg,47.1
1933,2,Baden-Wuerttemberg,47.5
1933,2,Bayern,56.6
1933,2,Hessen,46.8
1933,2,Mecklenburg-Vorpommern,43.4
1933,2,Niedersachsen,47.7
1933,2,Niedersachsen/Hamburg/Bremen,47.7
1933,2,Nordrhein-Westfalen,61.1
1933,2,Rheinland-Pfalz,35.7
1933,2,Schleswig-Holstein,57.6
1933,2,Saarland,53.4
1933,2,Sachsen,58
1933,2,Sachsen-Anhalt,30
1933,2,Thueringen/Sachsen-Anhalt,33.9
1933,2,Thueringen,38.7
1933,2,Deutschland,49.4
1934,2,Brandenburg/Berlin,25.6
1934,2,Brandenburg,25.7
1934,2,Baden-Wuerttemberg,18.2
1934,2,Bayern,15.3
1934,2,Hessen,26.1
1934,2,Mecklenburg-Vorpommern,30.8
1934,2,Niedersachsen,34.5
1934,2,Niedersachsen/Hamburg/Bremen,34.6
1934,2,Nordrhein-Westfalen,26.1
1934,2,Rheinland-Pfalz,27
1934,2,Schleswig-Holstein,33.2
1934,2,Saarland,17.5
1934,2,Sachsen,56.2
1934,2,Sachsen-Anhalt,41.9
1934,2,Thueringen/Sachsen-Anhalt,38.5
1934,2,Thueringen,34.2
1934,2,Deutschland,27.8
1935,2,Brandenburg/Berlin,57.8
1935,2,Brandenburg,57.7
1935,2,Baden-Wuerttemberg,133
1935,2,Bayern,112.8
1935,2,Hessen,85.5
1935,2,Mecklenburg-Vorpommern,59
1935,2,Niedersachsen,86.1
1935,2,Niedersachsen/Hamburg/Bremen,86
1935,2,Nordrhein-Westfalen,99.9
1935,2,Rheinland-Pfalz,100.2
1935,2,Schleswig-Holstein,81.5
1935,2,Saarland,119.3
1935,2,Sachsen,79
1935,2,Sachsen-Anhalt,56.3
1935,2,Thueringen/Sachsen-Anhalt,61.2
1935,2,Thueringen,67.3
1935,2,Deutschland,91.4
1936,2,Brandenburg/Berlin,44.1
1936,2,Brandenburg,44.2
1936,2,Baden-Wuerttemberg,65.7
1936,2,Bayern,63.9
1936,2,Hessen,67
1936,2,Mecklenburg-Vorpommern,53.1
1936,2,Niedersachsen,79
1936,2,Niedersachsen/Hamburg/Bremen,79
1936,2,Nordrhein-Westfalen,75.1
1936,2,Rheinland-Pfalz,53.5
1936,2,Schleswig-Holstein,73.9
1936,2,Saarland,65.2
1936,2,Sachsen,69
1936,2,Sachsen-Anhalt,60
1936,2,Thueringen/Sachsen-Anhalt,64.7
1936,2,Thueringen,70.5
1936,2,Deutschland,65.2
1937,2,Brandenburg/Berlin,64.7
1937,2,Brandenburg,64.6
1937,2,Baden-Wuerttemberg,131
1937,2,Bayern,111
1937,2,Hessen,118.1
1937,2,Mecklenburg-Vorpommern,74.6
1937,2,Niedersachsen,111
1937,2,Niedersachsen/Hamburg/Bremen,110.9
1937,2,Nordrhein-Westfalen,136.4
1937,2,Rheinland-Pfalz,125.7
1937,2,Schleswig-Holstein,102
1937,2,Saarland,175.5
1937,2,Sachsen,69.3
1937,2,Sachsen-Anhalt,63.2
1937,2,Thueringen/Sachsen-Anhalt,75.5
1937,2,Thueringen,90.9
1937,2,Deutschland,104.7
1938,2,Brandenburg/Berlin,20.3
1938,2,Brandenburg,20.3
1938,2,Baden-Wuerttemberg,55.3
1938,2,Bayern,38.3
1938,2,Hessen,40
1938,2,Mecklenburg-Vorpommern,18.8
1938,2,Niedersachsen,34.2
1938,2,Niedersachsen/Hamburg/Bremen,34.1
1938,2,Nordrhein-Westfalen,48.8
1938,2,Rheinland-Pfalz,44.8
1938,2,Schleswig-Holstein,30.6
1938,2,Saarland,50.5
1938,2,Sachsen,31.6
1938,2,Sachsen-Anhalt,24.9
1938,2,Thueringen/Sachsen-Anhalt,31
1938,2,Thueringen,38.6
1938,2,Deutschland,36.8
1939,2,Brandenburg/Berlin,22.6
1939,2,Brandenburg,22.7
1939,2,Baden-Wuerttemberg,30.5
1939,2,Bayern,41.8
1939,2,Hessen,32.7
1939,2,Mecklenburg-Vorpommern,22.1
1939,2,Niedersachsen,28.6
1939,2,Niedersachsen/Hamburg/Bremen,28.5
1939,2,Nordrhein-Westfalen,43.4
1939,2,Rheinland-Pfalz,26.6
1939,2,Schleswig-Holstein,28.9
1939,2,Saarland,35.1
1939,2,Sachsen,33.4
1939,2,Sachsen-Anhalt,18.6
1939,2,Thueringen/Sachsen-Anhalt,23
1939,2,Thueringen,28.6
1939,2,Deutschland,31.8
1940,2,Brandenburg/Berlin,28.1
1940,2,Brandenburg,28.1
1940,2,Baden-Wuerttemberg,56.5
1940,2,Bayern,50.8
1940,2,Hessen,36.2
1940,2,Mecklenburg-Vorpommern,33.3
1940,2,Niedersachsen,29.5
1940,2,Niedersachsen/Hamburg/Bremen,29.4
1940,2,Nordrhein-Westfalen,35.9
1940,2,Rheinland-Pfalz,46.8
1940,2,Schleswig-Holstein,30.7
1940,2,Saarland,59.4
1940,2,Sachsen,25.1
1940,2,Sachsen-Anhalt,25.1
1940,2,Thueringen/Sachsen-Anhalt,26.1
1940,2,Thueringen,27.4
1940,2,Deutschland,38.3
1941,2,Brandenburg/Berlin,31.8
1941,2,Brandenburg,31.8
1941,2,Baden-Wuerttemberg,67.2
1941,2,Bayern,50.9
1941,2,Hessen,49.6
1941,2,Mecklenburg-Vorpommern,34.9
1941,2,Niedersachsen,49.1
1941,2,Niedersachsen/Hamburg/Bremen,49.2
1941,2,Nordrhein-Westfalen,49.1
1941,2,Rheinland-Pfalz,48.6
1941,2,Schleswig-Holstein,55.7
1941,2,Saarland,71.2
1941,2,Sachsen,43.5
1941,2,Sachsen-Anhalt,31.1
1941,2,Thueringen/Sachsen-Anhalt,35.4
1941,2,Thueringen,40.7
1941,2,Deutschland,47.7
1942,2,Brandenburg/Berlin,21.3
1942,2,Brandenburg,21.3
1942,2,Baden-Wuerttemberg,45.4
1942,2,Bayern,36.5
1942,2,Hessen,23.3
1942,2,Mecklenburg-Vorpommern,18.1
1942,2,Niedersachsen,23.1
1942,2,Niedersachsen/Hamburg/Bremen,23.1
1942,2,Nordrhein-Westfalen,29.5
1942,2,Rheinland-Pfalz,30.3
1942,2,Schleswig-Holstein,21.3
1942,2,Saarland,28.4
1942,2,Sachsen,35.1
1942,2,Sachsen-Anhalt,20
1942,2,Thueringen/Sachsen-Anhalt,24.9
1942,2,Thueringen,31.1
1942,2,Deutschland,29.3
1943,2,Brandenburg/Berlin,26.5
1943,2,Brandenburg,26.4
1943,2,Baden-Wuerttemberg,39.9
1943,2,Bayern,31.8
1943,2,Hessen,35.6
1943,2,Mecklenburg-Vorpommern,30.5
1943,2,Niedersachsen,57.3
1943,2,Niedersachsen/Hamburg/Bremen,57.3
1943,2,Nordrhein-Westfalen,59.8
1943,2,Rheinland-Pfalz,37.1
1943,2,Schleswig-Holstein,54.3
1943,2,Saarland,48.8
1943,2,Sachsen,28.2
1943,2,Sachsen-Anhalt,26.5
1943,2,Thueringen/Sachsen-Anhalt,27.9
1943,2,Thueringen,29.7
1943,2,Deutschland,39.3
1944,2,Brandenburg/Berlin,37.8
1944,2,Brandenburg,37.7
1944,2,Baden-Wuerttemberg,85.2
1944,2,Bayern,81.4
1944,2,Hessen,53.3
1944,2,Mecklenburg-Vorpommern,36.4
1944,2,Niedersachsen,44.2
1944,2,Niedersachsen/Hamburg/Bremen,44.3
1944,2,Nordrhein-Westfalen,62.9
1944,2,Rheinland-Pfalz,57.5
1944,2,Schleswig-Holstein,41.4
1944,2,Saarland,63.8
1944,2,Sachsen,72.4
1944,2,Sachsen-Anhalt,40.4
1944,2,Thueringen/Sachsen-Anhalt,48.2
1944,2,Thueringen,57.9
1944,2,Deutschland,59.7
1945,2,Brandenburg/Berlin,50.1
1945,2,Brandenburg,49.4
1945,2,Baden-Wuerttemberg,83.2
1945,2,Bayern,91
1945,2,Hessen,83.7
1945,2,Mecklenburg-Vorpommern,53
1945,2,Niedersachsen,76
1945,2,Niedersachsen/Hamburg/Bremen,76.3
1945,2,Nordrhein-Westfalen,90
1945,2,Rheinland-Pfalz,77
1945,2,Schleswig-Holstein,88.6
1945,2,Saarland,103.1
1945,2,Sachsen,52.1
1945,2,Sachsen-Anhalt,45.4
1945,2,Thueringen/Sachsen-Anhalt,51.2
1945,2,Thueringen,58.4
1945,2,Deutschland,74.9
1946,2,Brandenburg/Berlin,94.9
1946,2,Brandenburg,94.7
1946,2,Baden-Wuerttemberg,124.6
1946,2,Bayern,124.4
1946,2,Hessen,158.4
1946,2,Mecklenburg-Vorpommern,63.3
1946,2,Niedersachsen,126.4
1946,2,Niedersachsen/Hamburg/Bremen,125.2
1946,2,Nordrhein-Westfalen,212.9
1946,2,Rheinland-Pfalz,121.7
1946,2,Schleswig-Holstein,74.8
1946,2,Saarland,175.5
1946,2,Sachsen,148.8
1946,2,Sachsen-Anhalt,105.6
1946,2,Thueringen/Sachsen-Anhalt,118.8
1946,2,Thueringen,135.4
1946,2,Deutschland,127.3
1947,2,Brandenburg/Berlin,15.2
1947,2,Brandenburg,15.3
1947,2,Baden-Wuerttemberg,44.1
1947,2,Bayern,51.7
1947,2,Hessen,37.2
1947,2,Mecklenburg-Vorpommern,9.6
1947,2,Niedersachsen,15.8
1947,2,Niedersachsen/Hamburg/Bremen,15.7
1947,2,Nordrhein-Westfalen,23.5
1947,2,Rheinland-Pfalz,34
1947,2,Schleswig-Holstein,7.8
1947,2,Saarland,53.4
1947,2,Sachsen,37.3
1947,2,Sachsen-Anhalt,22.9
1947,2,Thueringen/Sachsen-Anhalt,32.3
1947,2,Thueringen,44
1947,2,Deutschland,31.1
1948,2,Brandenburg/Berlin,65.5
1948,2,Brandenburg,65.4
1948,2,Baden-Wuerttemberg,88.3
1948,2,Bayern,97.5
1948,2,Hessen,68.7
1948,2,Mecklenburg-Vorpommern,54.3
1948,2,Niedersachsen,66.5
1948,2,Niedersachsen/Hamburg/Bremen,66.4
1948,2,Nordrhein-Westfalen,87.5
1948,2,Rheinland-Pfalz,55.4
1948,2,Schleswig-Holstein,57.3
1948,2,Saarland,78.7
1948,2,Sachsen,96
1948,2,Sachsen-Anhalt,54
1948,2,Thueringen/Sachsen-Anhalt,65.8
1948,2,Thueringen,80.6
1948,2,Deutschland,76.7
1949,2,Brandenburg/Berlin,28.6
1949,2,Brandenburg,28.6
1949,2,Baden-Wuerttemberg,23.5
1949,2,Bayern,23.4
1949,2,Hessen,34.1
1949,2,Mecklenburg-Vorpommern,33.6
1949,2,Niedersachsen,36.2
1949,2,Niedersachsen/Hamburg/Bremen,36.3
1949,2,Nordrhein-Westfalen,41.6
1949,2,Rheinland-Pfalz,27
1949,2,Schleswig-Holstein,39.6
1949,2,Saarland,33.7
1949,2,Sachsen,33.7
1949,2,Sachsen-Anhalt,27.9
1949,2,Thueringen/Sachsen-Anhalt,32.2
1949,2,Thueringen,37.6
1949,2,Deutschland,31.1
1950,2,Brandenburg/Berlin,63.7
1950,2,Brandenburg,63.6
1950,2,Baden-Wuerttemberg,102.3
1950,2,Bayern,75.3
1950,2,Hessen,106.2
1950,2,Mecklenburg-Vorpommern,67.2
1950,2,Niedersachsen,93
1950,2,Niedersachsen/Hamburg/Bremen,92.8
1950,2,Nordrhein-Westfalen,117.6
1950,2,Rheinland-Pfalz,102.9
1950,2,Schleswig-Holstein,94.5
1950,2,Saarland,126
1950,2,Sachsen,82.1
1950,2,Sachsen-Anhalt,68
1950,2,Thueringen/Sachsen-Anhalt,83.5
1950,2,Thueringen,102.9
1950,2,Deutschland,88.6
1951,2,Brandenburg/Berlin,29.4
1951,2,Brandenburg,29.4
1951,2,Baden-Wuerttemberg,55.9
1951,2,Bayern,49.1
1951,2,Hessen,41
1951,2,Mecklenburg-Vorpommern,34.4
1951,2,Niedersachsen,51.9
1951,2,Niedersachsen/Hamburg/Bremen,52
1951,2,Nordrhein-Westfalen,56.5
1951,2,Rheinland-Pfalz,51.5
1951,2,Schleswig-Holstein,62.3
1951,2,Saarland,69.3
1951,2,Sachsen,26.3
1951,2,Sachsen-Anhalt,28.2
1951,2,Thueringen/Sachsen-Anhalt,31.8
1951,2,Thueringen,36.3
1951,2,Deutschland,45.7
1952,2,Brandenburg/Berlin,22.9
1952,2,Brandenburg,22.8
1952,2,Baden-Wuerttemberg,76.6
1952,2,Bayern,66.9
1952,2,Hessen,50.2
1952,2,Mecklenburg-Vorpommern,23.7
1952,2,Niedersachsen,31.6
1952,2,Niedersachsen/Hamburg/Bremen,31.5
1952,2,Nordrhein-Westfalen,60.6
1952,2,Rheinland-Pfalz,59.7
1952,2,Schleswig-Holstein,28
1952,2,Saarland,67.9
1952,2,Sachsen,41.6
1952,2,Sachsen-Anhalt,20.6
1952,2,Thueringen/Sachsen-Anhalt,27.8
1952,2,Thueringen,36.9
1952,2,Deutschland,47.6
1953,2,Brandenburg/Berlin,37.8
1953,2,Brandenburg,37.8
1953,2,Baden-Wuerttemberg,74.2
1953,2,Bayern,48.4
1953,2,Hessen,48.5
1953,2,Mecklenburg-Vorpommern,36.6
1953,2,Niedersachsen,44.8
1953,2,Niedersachsen/Hamburg/Bremen,44.6
1953,2,Nordrhein-Westfalen,72.4
1953,2,Rheinland-Pfalz,61.6
1953,2,Schleswig-Holstein,41.7
1953,2,Saarland,55.3
1953,2,Sachsen,49.3
1953,2,Sachsen-Anhalt,39.1
1953,2,Thueringen/Sachsen-Anhalt,43.7
1953,2,Thueringen,49.5
1953,2,Deutschland,51.2
1954,2,Brandenburg/Berlin,11.8
1954,2,Brandenburg,11.8
1954,2,Baden-Wuerttemberg,35.6
1954,2,Bayern,24
1954,2,Hessen,30.6
1954,2,Mecklenburg-Vorpommern,12.3
1954,2,Niedersachsen,21.6
1954,2,Niedersachsen/Hamburg/Bremen,21.5
1954,2,Nordrhein-Westfalen,37
1954,2,Rheinland-Pfalz,30.9
1954,2,Schleswig-Holstein,18.3
1954,2,Saarland,43.1
1954,2,Sachsen,10.4
1954,2,Sachsen-Anhalt,12.7
1954,2,Thueringen/Sachsen-Anhalt,17.1
1954,2,Thueringen,22.7
1954,2,Deutschland,23.5
1955,2,Brandenburg/Berlin,33.5
1955,2,Brandenburg,33.4
1955,2,Baden-Wuerttemberg,87.7
1955,2,Bayern,80.2
1955,2,Hessen,66
1955,2,Mecklenburg-Vorpommern,21.9
1955,2,Niedersachsen,44.9
1955,2,Niedersachsen/Hamburg/Bremen,44.7
1955,2,Nordrhein-Westfalen,68.2
1955,2,Rheinland-Pfalz,74.6
1955,2,Schleswig-Holstein,38.4
1955,2,Saarland,89
1955,2,Sachsen,43.3
1955,2,Sachsen-Anhalt,39.2
1955,2,Thueringen/Sachsen-Anhalt,44.7
1955,2,Thueringen,51.6
1955,2,Deutschland,58.9
1956,2,Brandenburg/Berlin,32.7
1956,2,Brandenburg,32.7
1956,2,Baden-Wuerttemberg,23.5
1956,2,Bayern,23.9
1956,2,Hessen,17.5
1956,2,Mecklenburg-Vorpommern,31.5
1956,2,Niedersachsen,22
1956,2,Niedersachsen/Hamburg/Bremen,22
1956,2,Nordrhein-Westfalen,21.4
1956,2,Rheinland-Pfalz,15.7
1956,2,Schleswig-Holstein,27.3
1956,2,Saarland,12.5
1956,2,Sachsen,41.2
1956,2,Sachsen-Anhalt,27.1
1956,2,Thueringen/Sachsen-Anhalt,26.4
1956,2,Thueringen,25.5
1956,2,Deutschland,25
1957,2,Brandenburg/Berlin,43.1
1957,2,Brandenburg,43.1
1957,2,Baden-Wuerttemberg,128.9
1957,2,Bayern,106.9
1957,2,Hessen,107.8
1957,2,Mecklenburg-Vorpommern,44.6
1957,2,Niedersachsen,77.4
1957,2,Niedersachsen/Hamburg/Bremen,77.4
1957,2,Nordrhein-Westfalen,121
1957,2,Rheinland-Pfalz,110.7
1957,2,Schleswig-Holstein,72.4
1957,2,Saarland,139.3
1957,2,Sachsen,59.7
1957,2,Sachsen-Anhalt,46.6
1957,2,Thueringen/Sachsen-Anhalt,58.3
1957,2,Thueringen,72.9
1957,2,Deutschland,88.6
1958,2,Brandenburg/Berlin,60.2
1958,2,Brandenburg,59.9
1958,2,Baden-Wuerttemberg,181.3
1958,2,Bayern,139.2
1958,2,Hessen,101.2
1958,2,Mecklenburg-Vorpommern,71.2
1958,2,Niedersachsen,90.9
1958,2,Niedersachsen/Hamburg/Bremen,90.9
1958,2,Nordrhein-Westfalen,121
1958,2,Rheinland-Pfalz,116.7
1958,2,Schleswig-Holstein,93.2
1958,2,Saarland,168.3
1958,2,Sachsen,68.6
1958,2,Sachsen-Anhalt,53.7
1958,2,Thueringen/Sachsen-Anhalt,64.1
1958,2,Thueringen,77.2
1958,2,Deutschland,107.5
1959,2,Brandenburg/Berlin,10.3
1959,2,Brandenburg,10.3
1959,2,Baden-Wuerttemberg,6.7
1959,2,Bayern,11.8
1959,2,Hessen,5.2
1959,2,Mecklenburg-Vorpommern,5.9
1959,2,Niedersachsen,6.1
1959,2,Niedersachsen/Hamburg/Bremen,6.1
1959,2,Nordrhein-Westfalen,7.1
1959,2,Rheinland-Pfalz,2.8
1959,2,Schleswig-Holstein,6.8
1959,2,Saarland,2.1
1959,2,Sachsen,26
1959,2,Sachsen-Anhalt,8.6
1959,2,Thueringen/Sachsen-Anhalt,9.8
1959,2,Thueringen,11.4
1959,2,Deutschland,8.9
1960,2,Brandenburg/Berlin,15.3
1960,2,Brandenburg,15.2
1960,2,Baden-Wuerttemberg,71.2
1960,2,Bayern,55.3
1960,2,Hessen,35
1960,2,Mecklenburg-Vorpommern,30.8
1960,2,Niedersachsen,28.9
1960,2,Niedersachsen/Hamburg/Bremen,29
1960,2,Nordrhein-Westfalen,38.3
1960,2,Rheinland-Pfalz,50.7
1960,2,Schleswig-Holstein,38.1
1960,2,Saarland,86.9
1960,2,Sachsen,17.5
1960,2,Sachsen-Anhalt,14.9
1960,2,Thueringen/Sachsen-Anhalt,17.4
1960,2,Thueringen,20.5
1960,2,Deutschland,38.9
1961,2,Brandenburg/Berlin,41.1
1961,2,Brandenburg,41
1961,2,Baden-Wuerttemberg,63
1961,2,Bayern,64.4
1961,2,Hessen,51.9
1961,2,Mecklenburg-Vorpommern,48.7
1961,2,Niedersachsen,76.5
1961,2,Niedersachsen/Hamburg/Bremen,76.6
1961,2,Nordrhein-Westfalen,74.7
1961,2,Rheinland-Pfalz,51.8
1961,2,Schleswig-Holstein,62.2
1961,2,Saarland,74.9
1961,2,Sachsen,68
1961,2,Sachsen-Anhalt,42.2
1961,2,Thueringen/Sachsen-Anhalt,45.1
1961,2,Thueringen,48.7
1961,2,Deutschland,60.7
1962,2,Brandenburg/Berlin,50.5
1962,2,Brandenburg,50.2
1962,2,Baden-Wuerttemberg,75.1
1962,2,Bayern,72.1
1962,2,Hessen,77.5
1962,2,Mecklenburg-Vorpommern,52.5
1962,2,Niedersachsen,66.1
1962,2,Niedersachsen/Hamburg/Bremen,66.1
1962,2,Nordrhein-Westfalen,89.2
1962,2,Rheinland-Pfalz,79.1
1962,2,Schleswig-Holstein,66.4
1962,2,Saarland,82
1962,2,Sachsen,59.2
1962,2,Sachsen-Anhalt,46.5
1962,2,Thueringen/Sachsen-Anhalt,53.8
1962,2,Thueringen,63
1962,2,Deutschland,68.2
1963,2,Brandenburg/Berlin,11
1963,2,Brandenburg,11.1
1963,2,Baden-Wuerttemberg,33.9
1963,2,Bayern,23.5
1963,2,Hessen,18.4
1963,2,Mecklenburg-Vorpommern,19.8
1963,2,Niedersachsen,14.6
1963,2,Niedersachsen/Hamburg/Bremen,14.6
1963,2,Nordrhein-Westfalen,18.4
1963,2,Rheinland-Pfalz,23.2
1963,2,Schleswig-Holstein,17.2
1963,2,Saarland,24.4
1963,2,Sachsen,16.5
1963,2,Sachsen-Anhalt,11.5
1963,2,Thueringen/Sachsen-Anhalt,12.5
1963,2,Thueringen,13.7
1963,2,Deutschland,19.5
1964,2,Brandenburg/Berlin,23.6
1964,2,Brandenburg,23.6
1964,2,Baden-Wuerttemberg,50.6
1964,2,Bayern,37.3
1964,2,Hessen,41.6
1964,2,Mecklenburg-Vorpommern,24.2
1964,2,Niedersachsen,38.8
1964,2,Niedersachsen/Hamburg/Bremen,38.7
1964,2,Nordrhein-Westfalen,51.1
1964,2,Rheinland-Pfalz,41.4
1964,2,Schleswig-Holstein,30.3
1964,2,Saarland,44.7
1964,2,Sachsen,37
1964,2,Sachsen-Anhalt,19.9
1964,2,Thueringen/Sachsen-Anhalt,25.4
1964,2,Thueringen,32.4
1964,2,Deutschland,37.1
1965,2,Brandenburg/Berlin,28.7
1965,2,Brandenburg,28.7
1965,2,Baden-Wuerttemberg,54.1
1965,2,Bayern,61.2
1965,2,Hessen,37.6
1965,2,Mecklenburg-Vorpommern,32
1965,2,Niedersachsen,33.4
1965,2,Niedersachsen/Hamburg/Bremen,33.3
1965,2,Nordrhein-Westfalen,35.3
1965,2,Rheinland-Pfalz,36.4
1965,2,Schleswig-Holstein,27.9
1965,2,Saarland,32.3
1965,2,Sachsen,67.3
1965,2,Sachsen-Anhalt,29.3
1965,2,Thueringen/Sachsen-Anhalt,39.4
1965,2,Thueringen,52
1965,2,Deutschland,43.3
1966,2,Brandenburg/Berlin,62.6
1966,2,Brandenburg,62.3
1966,2,Baden-Wuerttemberg,68.1
1966,2,Bayern,70.6
1966,2,Hessen,63.6
1966,2,Mecklenburg-Vorpommern,54.6
1966,2,Niedersachsen,83.9
1966,2,Niedersachsen/Hamburg/Bremen,83.8
1966,2,Nordrhein-Westfalen,88.7
1966,2,Rheinland-Pfalz,60.8
1966,2,Schleswig-Holstein,74.9
1966,2,Saarland,78.7
1966,2,Sachsen,60
1966,2,Sachsen-Anhalt,65.2
1966,2,Thueringen/Sachsen-Anhalt,63.9
1966,2,Thueringen,62.3
1966,2,Deutschland,70.2
1967,2,Brandenburg/Berlin,48.3
1967,2,Brandenburg,48.2
1967,2,Baden-Wuerttemberg,40.7
1967,2,Bayern,49.8
1967,2,Hessen,55
1967,2,Mecklenburg-Vorpommern,48
1967,2,Niedersachsen,50.1
1967,2,Niedersachsen/Hamburg/Bremen,50.1
1967,2,Nordrhein-Westfalen,66.4
1967,2,Rheinland-Pfalz,46.2
1967,2,Schleswig-Holstein,63.4
1967,2,Saarland,60.3
1967,2,Sachsen,47.8
1967,2,Sachsen-Anhalt,35.3
1967,2,Thueringen/Sachsen-Anhalt,39
1967,2,Thueringen,43.6
1967,2,Deutschland,49.8
1968,2,Brandenburg/Berlin,22
1968,2,Brandenburg,22
1968,2,Baden-Wuerttemberg,66.2
1968,2,Bayern,47.3
1968,2,Hessen,63.2
1968,2,Mecklenburg-Vorpommern,16.1
1968,2,Niedersachsen,22.9
1968,2,Niedersachsen/Hamburg/Bremen,23
1968,2,Nordrhein-Westfalen,37
1968,2,Rheinland-Pfalz,66.8
1968,2,Schleswig-Holstein,27.2
1968,2,Saarland,90.1
1968,2,Sachsen,38.3
1968,2,Sachsen-Anhalt,29.9
1968,2,Thueringen/Sachsen-Anhalt,38.6
1968,2,Thueringen,49.6
1968,2,Deutschland,40.9
1969,2,Brandenburg/Berlin,40.6
1969,2,Brandenburg,40.5
1969,2,Baden-Wuerttemberg,78.7
1969,2,Bayern,45.1
1969,2,Hessen,55
1969,2,Mecklenburg-Vorpommern,35.9
1969,2,Niedersachsen,52.3
1969,2,Niedersachsen/Hamburg/Bremen,52.4
1969,2,Nordrhein-Westfalen,60.3
1969,2,Rheinland-Pfalz,70.1
1969,2,Schleswig-Holstein,50.1
1969,2,Saarland,85.5
1969,2,Sachsen,38.9
1969,2,Sachsen-Anhalt,43
1969,2,Thueringen/Sachsen-Anhalt,45.9
1969,2,Thueringen,49.6
1969,2,Deutschland,52.2
